Invoice_ID,Supplier_ID,Invoice_Amount,Invoice_Date,Due_Date,Payment_Date,Status,Paid_Amount,Outstanding,Unnamed: 9,Name,ABN,Country,Service_Category,Supplier_Type,Terms (Days),Contact_Name,Contact_Email,Duplicate_ABN,Duplicate_Invoice,High_Amount,Risk_Score,Payment_Status,Paid_Late_Flag,Paid_OnTime_Flag,Pending_Flag,Unpaid_NoDue_Flag,Unpaid_LatePayNow_Flag,Unpaid_TodayPayNow_Flag,Unpaid_HighPriority_Flag,Unpaid_Priority_Flag,Unpaid_Flag
705,85,8337.87,2025-03-15,2025-04-14,2025-03-20,On Time,"$8,337.87",$0.00,,"Lane, Griffith and Silva",28962309130,AU,Paints and Coatings,Supplier Company,30,Jason Gutierrez,roberthampton@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
706,70,9047.47,2025-03-15,2025-03-22,2025-03-25,Late,"$9,047.47",$0.00,,"Villegas, Jones and Fox",88806706540,AU,Repair and Maintenance,Individual service contractors,7,Austin Allen,ingramjill@example.com,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
707,69,7820.49,2025-03-15,2025-03-22,2025-03-30,Late,"$7,820.49",$0.00,,Young-Martinez,36971179808,AU,Field Technicians,Individual service contractors,7,Michelle Carter,mendezjohn@example.com,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
708,46,7637.01,2025-03-15,2025-03-22,2025-03-23,Late,"$7,637.01",$0.00,,"Beltran, Lozano and Mcgee",43953394210,AU,Electrical Parts,Parts Supplier Company,7,Jeremiah Riley,christopherphillips@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
709,74,9752.67,2025-03-15,2025-03-22,2025-03-27,Late,"$9,752.67",$0.00,,Cisneros and Sons,97021355690,AU,Installation,Individual service contractors,7,Meghan Rush,scott19@example.org,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
710,57,5851.9,2025-03-15,2025-03-22,2025-03-17,On Time,"$5,851.90",$0.00,,"Williams, Miller and Ramos",67976438156,AU,Installation,Individual service contractors,7,Michael Watkins,brandon69@example.org,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
711,4,1421.4,2025-03-15,2025-03-22,2025-03-31,Late,"$1,421.40",$0.00,,Mayo-Bowman,83503056413,AU,Welding,Individual service contractors,7,Latoya Robbins,dianafoster@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
712,41,1843.27,2025-03-15,2025-03-22,2025-03-21,On Time,"$1,843.27",$0.00,,"Washington, Cook and Hines",67533963605,AU,Electrical Parts,Parts Supplier Company,7,Michele Shepherd,ymcneil@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
713,25,1766.15,2025-03-15,2025-05-14,2025-05-06,On Time,"$1,766.15",$0.00,,Robinson-Graham,6562729806,AU,Logistics and Freight,Freight Company,60,Mary Miller,dtaylor@example.org,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
714,12,7011.85,2025-03-15,2025-03-22,2025-03-21,On Time,"$7,011.85",$0.00,,Phillips Inc,98050097882,AU,Welding,Individual service contractors,7,Jordan York,larsonemma@example.org,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
715,66,7069.06,2025-03-15,2025-03-22,2025-03-24,Late,"$7,069.06",$0.00,,Bishop-Goodwin,73834735977,AU,Hydraulic Components,Parts Supplier Company,7,Paula Shaw,mburch@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
716,22,4811.27,2025-03-15,2025-05-14,,Unpaid,0,"$4,811.27",,Stafford Inc,63287083172,AU,Logistics and Freight,Freight Company,60,Mary Travis,stephanie79@example.net,0,0,0,0,Unpaid,0,0,0,0,0,0,0,0,1
717,20,7769.41,2025-03-16,2025-04-15,2025-04-23,Late,"$7,769.41",$0.00,,Terry-Spencer,36629946804,AU,Paints and Coatings,Supplier Company,30,Jeffrey Carpenter,steven73@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
718,62,1450.23,2025-03-16,2025-04-15,2025-03-19,On Time,"$1,450.23",$0.00,,Gilbert PLC,67980793597,AU,Safety Equipment,Supplier Company,30,Tina Hayes,toni18@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
719,76,7420.44,2025-03-16,2025-03-23,2025-03-25,Late,"$7,420.44",$0.00,,Cochran LLC,51884422583,AU,Welding,Individual service contractors,7,Curtis Taylor,jjohnson@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
720,12,4811.71,2025-03-16,2025-03-23,2025-03-28,Late,"$4,811.71",$0.00,,Phillips Inc,98050097882,AU,Welding,Individual service contractors,7,Jordan York,larsonemma@example.org,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
721,55,27991.74,2025-03-16,2025-03-23,2025-03-24,Late,"$27,991.74",$0.00,,Garcia-Romero,27315851493,AU,Field Technicians,Individual service contractors,7,Sarah Villegas,lynchdiane@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
722,23,7067.73,2025-03-16,2025-03-23,2025-03-24,Late,"$7,067.73",$0.00,,"Griffin, Moore and Hensley",74348734714,AU,Installation,Individual service contractors,7,George Orozco,taylorjesse@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
723,43,4186.38,2025-03-16,2025-04-15,2025-04-15,On Time,"$4,186.38",$0.00,,Sims-Clay,78091343161,AU,Irrigation Systems,Supplier Company,30,Michele Garcia,heatherberger@example.org,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
724,75,8243.3,2025-03-16,2025-04-15,2025-04-11,On Time,"$8,243.30",$0.00,,"Ramirez, Horne and Johnson",27868144739,AU,Paints and Coatings,Supplier Company,30,Thomas Henry,taylorcharles@example.org,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
725,24,1406.51,2025-03-16,2025-03-23,2025-03-30,Late,"$1,406.51",$0.00,,Russell-Daniels,60366909670,AU,Steel and Materials,Parts Supplier Company,7,Elizabeth Price,vmedina@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
726,82,6488.42,2025-03-16,2025-04-15,2025-04-10,On Time,"$6,488.42",$0.00,,"Chambers, Mitchell and Smith",16245650609,AU,Agricultural Tyres,Supplier Company,30,Heidi Roberts,wgordon@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
727,70,3383.48,2025-03-16,2025-03-23,2025-03-30,Late,"$3,383.48",$0.00,,"Villegas, Jones and Fox",88806706540,AU,Repair and Maintenance,Individual service contractors,7,Austin Allen,ingramjill@example.com,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
728,4,5605.31,2025-03-16,2025-03-23,2025-03-21,On Time,"$5,605.31",$0.00,,Mayo-Bowman,83503056413,AU,Welding,Individual service contractors,7,Latoya Robbins,dianafoster@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
729,9,2376.54,2025-03-16,2025-03-23,2025-03-27,Late,"$2,376.54",$0.00,,Perez Inc,51834738299,AU,Welding,Individual service contractors,7,Richard Aguirre,clintonhopkins@example.com,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
730,14,2438.27,2025-03-16,2025-03-23,2025-03-28,Late,"$2,438.27",$0.00,,Wagner and Sons,51354278498,AU,Hydraulic Components,Parts Supplier Company,7,Robert Evans,mcmillandennis@example.org,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
731,75,8429.68,2025-03-16,2025-04-15,2025-04-12,On Time,"$8,429.68",$0.00,,"Ramirez, Horne and Johnson",27868144739,AU,Paints and Coatings,Supplier Company,30,Thomas Henry,taylorcharles@example.org,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
732,36,2125.52,2025-03-16,2025-03-23,2025-04-02,Late,"$2,125.52",$0.00,,Barker-Lyons,48877190659,AU,Electrical Setup,Individual service contractors,7,Brandon Hayden,keyemily@example.com,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
733,74,8007.99,2025-03-17,2025-03-24,2025-03-26,Late,"$8,007.99",$0.00,,Cisneros and Sons,97021355690,AU,Installation,Individual service contractors,7,Meghan Rush,scott19@example.org,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
734,69,7270.19,2025-03-17,2025-03-24,2025-03-25,Late,"$7,270.19",$0.00,,Young-Martinez,36971179808,AU,Field Technicians,Individual service contractors,7,Michelle Carter,mendezjohn@example.com,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
735,79,18718.16,2025-03-17,2025-03-24,2025-03-26,Late,"$18,718.16",$0.00,,"Winters, Morgan and Bradshaw",109439690,AU,Repair and Maintenance,Individual service contractors,7,Mr. Dylan Frye MD,eevans@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
736,51,9915.36,2025-03-17,2025-03-24,2025-04-03,Late,"$9,915.36",$0.00,,"Smith, Garrison and Thomas",28421020539,AU,Hydraulic Components,Parts Supplier Company,7,Christopher Williams,vfox@example.org,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
737,57,1613.35,2025-03-17,2025-03-24,2025-03-18,On Time,"$1,613.35",$0.00,,"Williams, Miller and Ramos",67976438156,AU,Installation,Individual service contractors,7,Michael Watkins,brandon69@example.org,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
738,75,1802.64,2025-03-17,2025-04-16,2025-03-22,On Time,"$1,802.64",$0.00,,"Ramirez, Horne and Johnson",27868144739,AU,Paints and Coatings,Supplier Company,30,Thomas Henry,taylorcharles@example.org,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
739,28,2016.52,2025-03-17,2025-03-24,2025-03-25,Late,"$2,016.52",$0.00,,"Sanchez, Terry and Turner",91905865185,AU,Repair and Maintenance,Individual service contractors,7,Jason Henry,oyu@example.com,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
740,46,9884.22,2025-03-17,2025-03-24,2025-03-23,On Time,"$9,884.22",$0.00,,"Beltran, Lozano and Mcgee",43953394210,AU,Electrical Parts,Parts Supplier Company,7,Jeremiah Riley,christopherphillips@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
741,27,1971.64,2025-03-17,2025-03-24,2025-03-24,On Time,"$1,971.64",$0.00,,Caldwell-Elliott,37452991241,AU,Welding,Individual service contractors,7,Tanya Johnston,tsanders@example.org,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
742,61,9049.98,2025-03-17,2025-03-24,2025-03-28,Late,"$9,049.98",$0.00,,"Cole, Glass and Cunningham",95527177449,AU,Welding,Individual service contractors,7,Jordan Collins,xjohnson@example.com,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
743,24,1394.12,2025-03-17,2025-03-24,2025-03-26,Late,"$1,394.12",$0.00,,Russell-Daniels,60366909670,AU,Steel and Materials,Parts Supplier Company,7,Elizabeth Price,vmedina@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
744,42,1849.56,2025-03-17,2025-03-24,2025-03-28,Late,"$1,849.56",$0.00,,Martinez PLC,51718702621,AU,Welding,Individual service contractors,7,Wayne Morgan,vsantos@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
745,3,4242.85,2025-03-17,2025-03-24,2025-03-26,Late,"$4,242.85",$0.00,,Ray-Bush,3413164752,AU,Steel and Materials,Parts Supplier Company,7,Daniel Adams,lynchgeorge@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
746,39,3359.64,2025-03-17,2025-03-24,2025-03-21,On Time,"$3,359.64",$0.00,,Johnson Ltd,93248086131,AU,Electrical Setup,Individual service contractors,7,Bruce Collier,scantu@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
747,55,1284.09,2025-03-17,2025-03-24,2025-03-24,On Time,"$1,284.09",$0.00,,Garcia-Romero,27315851493,AU,Field Technicians,Individual service contractors,7,Sarah Villegas,lynchdiane@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
748,38,8089.28,2025-03-17,2025-03-24,2025-03-31,Late,"$8,089.28",$0.00,,"Johnson, Miller and King",16808760385,AU,Steel and Materials,Parts Supplier Company,7,Kathleen Ramos,harrisandrea@example.com,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
749,52,5230.42,2025-03-18,2025-04-17,2025-04-18,Late,"$5,230.42",$0.00,,"Wheeler, Hayes and Walker",90847007661,AU,Irrigation Systems,Supplier Company,30,Theodore Jones Jr.,cameronhill@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
750,9,2141.0,2025-03-18,2025-03-25,2025-03-27,Late,"$2,141.00",$0.00,,Perez Inc,51834738299,AU,Welding,Individual service contractors,7,Richard Aguirre,clintonhopkins@example.com,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
751,77,7777.07,2025-03-18,2025-03-25,2025-03-20,On Time,"$7,777.07",$0.00,,"Anderson, Henson and Jones",67866912517,AU,Hydraulic Components,Parts Supplier Company,7,Joseph Anderson,katrinaanderson@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
752,70,9167.98,2025-03-18,2025-03-25,2025-03-19,On Time,"$9,167.98",$0.00,,"Villegas, Jones and Fox",88806706540,AU,Repair and Maintenance,Individual service contractors,7,Austin Allen,ingramjill@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
753,52,5960.38,2025-03-18,2025-04-17,2025-03-25,On Time,"$5,960.38",$0.00,,"Wheeler, Hayes and Walker",90847007661,AU,Irrigation Systems,Supplier Company,30,Theodore Jones Jr.,cameronhill@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
754,35,15417.4,2025-03-18,2025-04-17,2025-04-21,Late,"$15,417.40",$0.00,,Roberts LLC,71349361832,AU,Agricultural Tyres,Supplier Company,30,Samantha Jones,lauralarson@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
755,14,8557.61,2025-03-18,2025-03-25,2025-03-24,On Time,"$8,557.61",$0.00,,Wagner and Sons,51354278498,AU,Hydraulic Components,Parts Supplier Company,7,Robert Evans,mcmillandennis@example.org,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
756,51,9524.66,2025-03-18,2025-03-25,2025-04-01,Late,"$9,524.66",$0.00,,"Smith, Garrison and Thomas",28421020539,AU,Hydraulic Components,Parts Supplier Company,7,Christopher Williams,vfox@example.org,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
757,79,6556.66,2025-03-18,2025-03-25,2025-03-26,Late,"$6,556.66",$0.00,,"Winters, Morgan and Bradshaw",109439690,AU,Repair and Maintenance,Individual service contractors,7,Mr. Dylan Frye MD,eevans@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
758,75,6566.91,2025-03-18,2025-04-17,2025-04-16,On Time,"$6,566.91",$0.00,,"Ramirez, Horne and Johnson",27868144739,AU,Paints and Coatings,Supplier Company,30,Thomas Henry,taylorcharles@example.org,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
759,40,4430.46,2025-03-18,2025-03-25,2025-03-28,Late,"$4,430.46",$0.00,,Baird-Sanchez,82639821465,AU,Electrical Setup,Individual service contractors,7,Katie Hoover,jessica99@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
760,12,6295.17,2025-03-18,2025-03-25,2025-03-29,Late,"$6,295.17",$0.00,,Phillips Inc,98050097882,AU,Welding,Individual service contractors,7,Jordan York,larsonemma@example.org,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
761,85,12482.34,2025-03-18,2025-04-17,2025-03-27,On Time,"$12,482.34",$0.00,,"Lane, Griffith and Silva",28962309130,AU,Paints and Coatings,Supplier Company,30,Jason Gutierrez,roberthampton@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
762,77,1527.29,2025-03-18,2025-03-25,2025-04-03,Late,"$1,527.29",$0.00,,"Anderson, Henson and Jones",67866912517,AU,Hydraulic Components,Parts Supplier Company,7,Joseph Anderson,katrinaanderson@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
763,21,9358.73,2025-03-18,2025-04-17,2025-03-21,On Time,"$9,358.73",$0.00,,"Jackson, Miller and Robertson",95134332003,AU,Paints and Coatings,Supplier Company,30,Miss Patricia Gibson,jennifercruz@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
764,45,5270.33,2025-03-18,2025-04-17,2025-04-15,On Time,"$5,270.33",$0.00,,Landry-Huerta,46474367136,AU,Agricultural Tyres,Supplier Company,30,Laura Haney,andrew64@example.org,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
765,8,6364.06,2025-03-19,2025-03-26,2025-04-01,Late,"$6,364.06",$0.00,,Arroyo-Martin,89638346578,AU,Electrical Parts,Parts Supplier Company,7,David Brown,chapmanjerry@example.org,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
766,27,3236.98,2025-03-19,2025-03-26,2025-03-24,On Time,"$3,236.98",$0.00,,Caldwell-Elliott,37452991241,AU,Welding,Individual service contractors,7,Tanya Johnston,tsanders@example.org,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
767,13,3339.15,2025-03-19,2025-05-18,2025-05-06,On Time,"$3,339.15",$0.00,,"Sanchez, Wheeler and Harvey",69985435346,AU,Logistics and Freight,Freight Company,60,Matthew Bryant,smithchristine@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
768,77,19710.16,2025-03-19,2025-03-26,2025-03-21,On Time,"$19,710.16",$0.00,,"Anderson, Henson and Jones",67866912517,AU,Hydraulic Components,Parts Supplier Company,7,Joseph Anderson,katrinaanderson@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
769,4,6861.95,2025-03-19,2025-03-26,2025-03-29,Late,"$6,861.95",$0.00,,Mayo-Bowman,83503056413,AU,Welding,Individual service contractors,7,Latoya Robbins,dianafoster@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
770,18,9741.47,2025-03-19,2025-03-26,2025-03-28,Late,"$9,741.47",$0.00,,Walker Ltd,36541458685,AU,Steel and Materials,Parts Supplier Company,7,Ashley Waller,beverlyterrell@example.org,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
771,23,28410.17,2025-03-19,2025-03-26,2025-04-01,Late,"$28,410.17",$0.00,,"Griffin, Moore and Hensley",74348734714,AU,Installation,Individual service contractors,7,George Orozco,taylorjesse@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
772,36,7665.04,2025-03-19,2025-03-26,2025-04-02,Late,"$7,665.04",$0.00,,Barker-Lyons,48877190659,AU,Electrical Setup,Individual service contractors,7,Brandon Hayden,keyemily@example.com,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
773,56,1450.02,2025-03-19,2025-04-18,2025-04-16,On Time,"$1,450.02",$0.00,,"Farmer, Dorsey and Bell",22961201836,AU,Fabrication Services,Supplier Company,30,Glen Wood,kimberly99@example.org,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
774,34,8381.72,2025-03-19,2025-03-26,2025-03-29,Late,"$8,381.72",$0.00,,Kerr-Evans,96499091334,AU,Installation,Individual service contractors,7,Brooke Thompson,moorericky@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
775,41,4277.69,2025-03-19,2025-03-26,2025-04-03,Late,"$4,277.69",$0.00,,"Washington, Cook and Hines",67533963605,AU,Electrical Parts,Parts Supplier Company,7,Michele Shepherd,ymcneil@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
776,44,1262.66,2025-03-19,2025-04-18,2025-04-17,On Time,"$1,262.66",$0.00,,Brooks-Thomas,86922219693,AU,Fabrication Services,Supplier Company,30,Mr. David Little MD,nolansteven@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
777,40,9682.82,2025-03-19,2025-03-26,2025-03-26,On Time,"$9,682.82",$0.00,,Baird-Sanchez,82639821465,AU,Electrical Setup,Individual service contractors,7,Katie Hoover,jessica99@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
778,65,1260.02,2025-03-19,2025-04-18,2025-03-28,On Time,"$1,260.02",$0.00,,Jones Inc,88805929622,AU,Irrigation Systems,Supplier Company,30,Michael Weber,jenniferwilliams@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
779,32,4325.77,2025-03-19,2025-04-18,2025-04-14,On Time,"$4,325.77",$0.00,,"Carlson, Hooper and Wall",43524082400,AU,Paints and Coatings,Supplier Company,30,Melissa Martinez,agarcia@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
780,49,8688.59,2025-03-19,2025-04-18,2025-03-31,On Time,"$8,688.59",$0.00,,Young PLC,26758692617,AU,Fabrication Services,Supplier Company,30,Teresa Ramirez,jeff73@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
781,54,3602.71,2025-03-20,2025-04-19,2025-03-27,On Time,"$3,602.71",$0.00,,Jones-Decker,16152809885,AU,Fabrication Services,Supplier Company,30,Jennifer Russo,uparrish@example.org,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
782,51,6432.85,2025-03-20,2025-03-27,2025-04-01,Late,"$6,432.85",$0.00,,"Smith, Garrison and Thomas",28421020539,AU,Hydraulic Components,Parts Supplier Company,7,Christopher Williams,vfox@example.org,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
783,30,1082.4,2025-03-20,2025-05-19,,Unpaid,0,"$1,082.40",,Peterson-Beard,48083136783,AU,Logistics and Freight,Freight Company,60,Maria Henry,davisjeffrey@example.net,0,0,0,0,Unpaid,0,0,0,0,0,0,0,0,1
784,21,2065.73,2025-03-20,2025-04-19,2025-03-30,On Time,"$2,065.73",$0.00,,"Jackson, Miller and Robertson",95134332003,AU,Paints and Coatings,Supplier Company,30,Miss Patricia Gibson,jennifercruz@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
785,38,7858.33,2025-03-20,2025-03-27,2025-04-04,Late,"$7,858.33",$0.00,,"Johnson, Miller and King",16808760385,AU,Steel and Materials,Parts Supplier Company,7,Kathleen Ramos,harrisandrea@example.com,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
786,55,5305.28,2025-03-20,2025-03-27,2025-04-05,Late,"$5,305.28",$0.00,,Garcia-Romero,27315851493,AU,Field Technicians,Individual service contractors,7,Sarah Villegas,lynchdiane@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
787,40,7874.28,2025-03-20,2025-03-27,2025-03-23,On Time,"$7,874.28",$0.00,,Baird-Sanchez,82639821465,AU,Electrical Setup,Individual service contractors,7,Katie Hoover,jessica99@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
788,50,11581.3,2025-03-20,2025-03-27,2025-03-29,Late,"$11,581.30",$0.00,,"Winters, Newman and Brown",43171390053,AU,Hydraulic Components,Parts Supplier Company,7,Rachel Harris DVM,brendali@example.org,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
789,13,28214.38,2025-03-20,2025-05-19,,Unpaid,0,"$28,214.38",,"Sanchez, Wheeler and Harvey",69985435346,AU,Logistics and Freight,Freight Company,60,Matthew Bryant,smithchristine@example.net,0,0,0,0,Unpaid,0,0,0,0,0,0,0,0,1
790,33,5653.63,2025-03-20,2025-04-19,2025-04-14,On Time,"$5,653.63",$0.00,,Lopez-Williams,71167190229,AU,Safety Equipment,Supplier Company,30,Angela Wright,yobrien@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
791,8,28088.75,2025-03-20,2025-03-27,2025-03-21,On Time,"$28,088.75",$0.00,,Arroyo-Martin,89638346578,AU,Electrical Parts,Parts Supplier Company,7,David Brown,chapmanjerry@example.org,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
792,14,5646.43,2025-03-20,2025-03-27,2025-04-02,Late,"$5,646.43",$0.00,,Wagner and Sons,51354278498,AU,Hydraulic Components,Parts Supplier Company,7,Robert Evans,mcmillandennis@example.org,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
793,62,9924.73,2025-03-20,2025-04-19,2025-03-29,On Time,"$9,924.73",$0.00,,Gilbert PLC,67980793597,AU,Safety Equipment,Supplier Company,30,Tina Hayes,toni18@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
794,26,2556.0,2025-03-20,2025-04-19,2025-04-28,Late,"$2,556.00",$0.00,,Gibson LLC,64641708053,AU,Paints and Coatings,Supplier Company,30,Rachael Pearson,herringjames@example.org,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
795,46,8070.34,2025-03-20,2025-03-27,2025-03-21,On Time,"$8,070.34",$0.00,,"Beltran, Lozano and Mcgee",43953394210,AU,Electrical Parts,Parts Supplier Company,7,Jeremiah Riley,christopherphillips@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
796,35,9947.94,2025-03-20,2025-04-19,2025-04-16,On Time,"$9,947.94",$0.00,,Roberts LLC,71349361832,AU,Agricultural Tyres,Supplier Company,30,Samantha Jones,lauralarson@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
797,34,6747.35,2025-03-21,2025-03-28,2025-04-04,Late,"$6,747.35",$0.00,,Kerr-Evans,96499091334,AU,Installation,Individual service contractors,7,Brooke Thompson,moorericky@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
798,10,1998.17,2025-03-21,2025-03-28,2025-03-27,On Time,"$1,998.17",$0.00,,"Brown, Valdez and Lucas",6513338726,AU,Hydraulic Components,Parts Supplier Company,7,Joel Baxter,ramosmichelle@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
799,7,3261.06,2025-03-21,2025-04-20,2025-04-21,Late,"$3,261.06",$0.00,,"Gonzalez, Brooks and Martin",80957015430,AU,Paints and Coatings,Supplier Company,30,Keith Miller,wcabrera@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
800,44,4111.47,2025-03-21,2025-04-20,2025-04-28,Late,"$4,111.47",$0.00,,Brooks-Thomas,86922219693,AU,Fabrication Services,Supplier Company,30,Mr. David Little MD,nolansteven@example.com,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
801,50,5790.61,2025-03-21,2025-03-28,2025-04-05,Late,"$5,790.61",$0.00,,"Winters, Newman and Brown",43171390053,AU,Hydraulic Components,Parts Supplier Company,7,Rachel Harris DVM,brendali@example.org,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
802,71,8371.01,2025-03-21,2025-03-28,2025-03-27,On Time,"$8,371.01",$0.00,,Li-Thompson,77221704303,AU,Installation,Individual service contractors,7,Emily Collins,ihays@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
803,48,9531.89,2025-03-21,2025-03-28,2025-03-27,On Time,"$9,531.89",$0.00,,"Curry, Baker and James",51370985931,AU,Electrical Setup,Individual service contractors,7,Julie Haynes,cwilson@example.org,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
804,40,7045.74,2025-03-21,2025-03-28,2025-03-29,Late,"$7,045.74",$0.00,,Baird-Sanchez,82639821465,AU,Electrical Setup,Individual service contractors,7,Katie Hoover,jessica99@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
